Accession,Year,historical_cluster,kmeans_cluster
ATV86565,2015,Other,6
QFQ14277,2018,Other,8
ATV86577,2015,Other,6
ATV86589,2015,Other,6
QFQ14301,2017,Other,8
ATV86613,2015,Other,6
QFQ14325,2017,Other,8
QFQ14373,2017,Other,8
QFQ14397,2017,Other,8
QFQ14409,2017,Other,8
ATV83230,2012,Other,9
QFQ14433,2018,Other,8
ATV84292,2013,Other,0
QFQ14445,2017,Other,8
QFQ14457,2018,Other,8
QFQ14469,2017,Other,8
QFQ14504,2018,Other,8
QFQ14540,2017,Other,8
QFQ14600,2017,Other,8
ATV89023,2016,Other,6
QFQ14636,2018,Other,8
QFQ14648,2017,Other,8
ATV84136,2013,Other,0
QFQ14708,2017,Other,8
QFQ14720,2017,Other,8
ATV89035,2016,Other,6
QFQ14780,2017,Other,8
QFQ14792,2018,Other,8
ATV87705,2015,Other,6
QFQ14003,2017,Other,8
QFQ14816,2017,Other,8
QFQ14852,2017,Other,8
ATV88077,2015,Other,6
ATV88197,2015,Other,6
ATV88209,2015,Other,6
ATV88221,2015,Other,6
ATV88257,2015,Other,6
ATV88245,2015,Other,6
ATV85456,2015,Other,6
QFQ14924,2017,Other,8
ATV89455,2016,Other,6
ATV83242,2012,Other,9
ATV84148,2013,Other,0
AJK02398,2010,Other,5
AJK02385,2010,Other,5
AJK02886,2010,Other,5
AIU46028,1994,BE92,7
QFQ14948,2018,Other,8
AJK01474,2010,Other,5
ATV89706,2016,Other,6
ATV89718,2016,Other,6
QFQ14960,2018,Other,8
ATV89730,2016,Other,6
AJK01827,2008,Other,13
ATV83266,2012,Other,9
ATV84964,2014,Other,0
ATV83254,2012,Other,9
ATV89898,2016,Other,6
ATV90029,2016,Other,6
ATV89910,2016,Other,6
ATV89921,2016,Other,6
ATV90041,2016,Other,6
ATV89933,2016,Other,6
ATV90053,2016,Other,6
ATV90065,2016,Other,6
AIE52787,2011,Other,9
ATV90077,2016,Other,6
ATV90281,2017,Other,8
ATV90089,2016,Other,6
ATV90113,2016,Other,6
QFQ15044,2018,Other,8
QFQ15056,2018,Other,8
ATV85228,2014,Other,0
ATV85216,2014,Other,0
ATV83290,2012,Other,9
AJK02143,2007,Other,13
ATV85600,2015,Other,6
QFQ15092,2018,Other,8
QFQ15104,2018,Other,8
ATV85648,2015,Other,6
AJK00861,2009,Other,5
AJK02402,2009,Other,5
QFQ15140,2018,Other,8
QFQ15152,2018,Other,8
QFQ15176,2018,Other,8
ATV83206,2012,Other,9
ATV83681,2012,Other,9
QFQ15200,2018,Other,8
AJK01298,2009,Other,5
ATV88399,2016,Other,6
ATV88411,2016,Other,6
QFQ15236,2018,Other,8
ATV85828,2015,Other,6
QFQ15248,2018,Other,8
QFQ15260,2017,Other,8
ATV85864,2015,Other,6
AFH00780,1996,WU95,7
QFQ15296,2018,Other,8
ATV85876,2015,Other,6
ATV85840,2015,Other,6
QFQ15320,2017,Other,8
ATV85852,2015,Other,6
AQS35116,2017,Other,8
AQS35139,2017,Other,8
AGW27044,2012,Other,9
AQS35143,2017,Other,8
AGW27045,2012,Other,9
AQS35147,2017,Other,8
AGW27048,2012,Other,9
AGW27049,2012,Other,9
AQS35122,2017,Other,8
AGW27050,2012,Other,9
AQS35126,2017,Other,8
AQS35129,2017,Other,8
AQS35149,2017,Other,8
AGW27029,2011,Other,9
AQS35114,2017,Other,8
AGW27053,2012,Other,9
AQS35132,2017,Other,8
AQS35141,2017,Other,8
AGW27055,2012,Other,9
AQS35140,2017,Other,8
AQS35131,2017,Other,8
AGW27039,2011,Other,9
AQS35125,2017,Other,8
AJM71097,2015,Other,6
AQS35130,2017,Other,8
QFG34213,2018,Other,8
AQS35115,2017,Other,8
QFG34219,2018,Other,8
QFG34313,2018,Other,8
QFG34537,2018,Other,8
QFG34492,2018,Other,8
AQS35128,2017,Other,8
QFG34418,2018,Other,8
QFG34315,2018,Other,8
QFG34300,2018,Other,8
QFG34185,2018,Other,8
QFG34380,2018,Other,8
AJM71101,2015,Other,6
QFG34263,2018,Other,8
QFG34254,2018,Other,8
AJM71095,2014,Other,0
AQS35102,2016,Other,6
AQS35092,2016,Other,6
AQS35106,2016,Other,6
AQS35112,2016,Other,6
AQS35089,2016,Other,6
AMN88034,2015,Other,6
AQS35088,2016,Other,6
AQS35161,2016,Other,6
AQS35107,2016,Other,6
AQS35095,2016,Other,6
AQS35123,2016,Other,6
AMN88020,2015,Other,6
AMN88016,2015,Other,6
AMN88047,2015,Other,6
AMN88032,2015,Other,6
AMN88036,2015,Other,6
AMN88023,2015,Other,6
AMN88045,2015,Other,6
AJY54136,2014,Other,0
AMN88018,2015,Other,6
AMN88042,2015,Other,6
AMN88035,2015,Other,6
AMN88025,2015,Other,6
AMN88019,2015,Other,6
AMN88037,2015,Other,6
AMN88044,2015,Other,6
AMN88031,2015,Other,6
AJM71080,2014,Other,0
ASB31962,2016,Other,6
AJM71084,2014,Other,0
AJK00994,2010,Other,5
QCO77023,1988,SI87,1
ALM05075,2011,Other,9
ALM05076,2011,Other,9
QGW67137,2018,Other,8
AJK00981,2008,Other,13
AHJ57437,2013,Other,0
AHZ13523,1984,BK79,1
AGL06945,2012,Other,9
ALH34357,2015,Other,6
QIA55163,2020,Other,3
ANM98019,2016,Other,6
QIJ26061,2020,Other,3
ALH34197,2015,Other,6
AIE09824,2014,Other,0
ANM98283,2016,Other,6
ALH33466,2015,Other,6
ABW80975,2004,Other,10
AIE09530,2014,Other,0
APB90518,2015,Other,6
QIJ25961,2020,Other,3
AQS20690,2017,Other,8
QBS20742,2019,Other,3
AGF68804,2010,Other,5
ANM97300,2015,Other,6
ATX61705,2017,Other,8
QDQ43825,2019,Other,3
QCW13420,2019,Other,3
AOT91594,2016,Other,6
ANM97324,2015,Other,6
AOT91582,2016,Other,6
QCW13480,2019,Other,3
AGZ61663,2013,Other,0
AIE10000,2014,Other,0
ANM98583,2016,Other,6
AQS98463,2017,Other,8
QCW13509,2019,Other,3
ATZ79862,2017,Other,8
ANM97455,2015,Other,6
ANM97539,2015,Other,6
ANM97551,2015,Other,6
ANM97743,2015,Other,6
QDX11649,2019,Other,3
ANM97863,2015,Other,6
QCW13521,2018,Other,8
QDX11661,2019,Other,3
ACV72365,2008,Other,13
AOT89939,2016,Other,6
AOT88931,2016,Other,6
AUH29886,2017,Other,8
ANM98031,2015,Other,6
AOZ81895,2016,Other,6
QDX11697,2019,Other,3
AUH29874,2017,Other,8
ANM98079,2015,Other,6
AUH31023,2017,Other,8
QDE06409,2019,Other,3
QDX11726,2018,Other,8
APT43692,2016,Other,6
AQS98440,2017,Other,8
ANM98103,2015,Other,6
QDE06433,2019,Other,3
APC59584,2016,Other,6
APC59572,2016,Other,6
ANN00083,2015,Other,6
QDQ43904,2019,Other,3
ANM99531,2015,Other,6
AUM85611,2017,Other,8
APT37415,2016,Other,6
QIQ46016,2020,Other,3
QEN96789,2019,Other,3
QEN96612,2019,Other,3
QEN96813,2019,Other,3
APH10565,2016,Other,6
AGZ60357,2013,Other,0
APB90745,2015,Other,6
AXL27762,2017,Other,8
APO19066,2016,Other,6
AGF68627,2010,Other,5
AGK74171,2011,Other,9
ALH35365,2015,Other,6
QGQ58347,2019,Other,3
QGQ58912,2019,Other,3
AGK74659,2010,Other,5
AKC43851,2014,Other,0
QGW44001,2019,Other,3
QGW44013,2019,Other,3
APW80621,2016,Other,6
AGK74750,2011,Other,9
AGL06374,2012,Other,9
AKC43863,2014,Other,0
AQW36079,2017,Other,8
APW81381,2016,Other,6
QGW43896,2019,Other,3
QGW44037,2019,Other,3
APW81285,2016,Other,6
APW81297,2016,Other,6
APW81309,2016,Other,6
AGK74688,2010,Other,5
ALH27239,2014,Other,0
APW81393,2016,Other,6
QHI02860,2019,Other,3
APY26192,2016,Other,6
QHI02896,2019,Other,3
AQW36102,2017,Other,8
QIJ26089,2019,Other,3
ANM98775,2016,Other,6
AQI21194,2016,Other,6
AGL06989,2012,Other,9
AGZ60631,2013,Other,0
AGL07203,2011,Other,9
ARD25185,2017,Other,8
QIA55175,2019,Other,3
ANM98787,2016,Other,6
QIJ26096,2019,Other,3
AGK73996,2010,Other,5
ANM98799,2016,Other,6
AQW37253,2017,Other,8
AIE09791,2013,Other,0
AXH80583,2018,Other,8
APB89392,2015,Other,6
AXY84245,2018,Other,8
ACA33711,2007,Other,13
QJA10718,2020,Other,3
AFM72279,1999,SY97,12
AIE09494,2013,Other,0
AGL06741,2011,Other,9
AGL06543,2012,Other,9
AIE09974,2013,Other,0
ANM99327,2016,Other,6
ASB15910,2017,Other,8
QBS20027,2019,Other,3
ANM99519,2016,Other,6
ALA08575,2014,Other,0
ALA08578,2014,Other,0
ALA08579,2014,Other,0
AGZ61583,2012,Other,9
ALE31621,2015,Other,6
ALE31776,2014,Other,0
ALE31780,2015,Other,6
ALE31781,2015,Other,6
ALE31782,2015,Other,6
ALE31783,2015,Other,6
ALH31353,2014,Other,0
ALH34461,2015,Other,6
ALE31999,2015,Other,6
ALE32000,2015,Other,6
AIE10018,2013,Other,0
ANM99962,2016,Other,6
ALN39668,2015,Other,6
ANM99986,2016,Other,6
QJT42339,2020,Other,3
ARO44454,2017,Other,8
AXY84257,2018,Other,8
AXQ12508,2018,Other,8
ARO44466,2017,Other,8
AZF86621,2018,Other,8
APQ44571,2016,Other,6
APQ44653,2016,Other,6
QCG84033,2019,Other,3
AGZ60356,2012,Other,9
ASB34040,2016,Other,6
ASB34063,2016,Other,6
ASB34064,2016,Other,6
ASB34065,2016,Other,6
ASE04450,2017,Other,8
ASE04451,2017,Other,8
ASE04453,2017,Other,8
QCG84051,2019,Other,3
ASE04502,2017,Other,8
ATD10926,2017,Other,8
AIE10141,2013,Other,0
ASK84491,2017,Other,8
ATD10983,2017,Other,8
ASV64120,2017,Other,8
QCG84070,2019,Other,3
AIE09604,2013,Other,0
AIE09648,2013,Other,0
ANN00107,2016,Other,6
ASW33022,2017,Other,8
ANN00119,2016,Other,6
ANN00131,2016,Other,6
AXP19278,2017,Other,8
AXP19280,2018,Other,8
ATD51920,2017,Other,8
AXX75334,2018,Other,8
ANN00959,2016,Other,6
ANN00983,2016,Other,6
QCG84117,2019,Other,3
QBA98361,2018,Other,8
QBL91314,2018,Other,8
APB89458,2015,Other,6
ANN01187,2016,Other,6
ALH36015,2015,Other,6
QCG83884,2019,Other,3
ALH36645,2015,Other,6
ANN01199,2016,Other,6
AMB69445,2015,Other,6
AMB70533,2015,Other,6
ATX61327,2017,Other,8
AMB69469,2015,Other,6
AMB69481,2015,Other,6
QCW13588,2019,Other,3
ANN01211,2016,Other,6
QDQ44005,2019,Other,3
ATX61267,2017,Other,8
QDK57353,2019,Other,3
AMB69505,2015,Other,6
AMB70446,2015,Other,6
QDQ44017,2019,Other,3
QCT08488,2019,Other,3
ANN01235,2016,Other,6
QCW13660,2019,Other,3
QDC19807,2019,Other,3
ANN02313,2016,Other,6
QDE06509,2019,Other,3
AXH80595,2017,Other,8
AXH80631,2018,Other,8
AXH80666,2018,Other,8
ALM05941,2012,Other,9
AXH80678,2017,Other,8
AXH80690,2017,Other,8
AXH80394,2018,Other,8
AXH80814,2017,Other,8
ALM05943,2012,Other,9
AXH80873,2018,Other,8
AXH80909,2018,Other,8
AXH80969,2018,Other,8
AXH81028,2018,Other,8
QCO72419,2019,Other,3
QBM06840,2017,Other,8
QCO72068,2019,Other,3
QCO72590,2019,Other,3
QCO72636,2019,Other,3
QBM07207,2019,Other,3
AEG64933,2003,FU02,2
AEG65032,2005,Other,10
AEG65087,2006,Other,13
AEI54402,2007,Other,13
AEG65813,2011,Other,9
AEG65318,2003,FU02,2
AEG65604,2005,Other,10
AEG65703,2005,Other,10
AEI54435,2011,Other,9
AEG65714,2005,Other,10
AEG65648,2003,FU02,2
AEG65736,2005,Other,10
AEG65747,2005,Other,10
AEG65769,2005,Other,10
AHD25202,2012,Other,9
AHD25220,2013,Other,0
AHB73543,2013,Other,0
AHB73553,2013,Other,0
AHY20823,2013,Other,0
AID57902,2014,Other,0
AKQ09864,2015,Other,6
APF29692,2015,Other,6
APF29693,2016,Other,6
AUZ98574,2017,Other,8
AKQ09874,2015,Other,6
APF29695,2016,Other,6
AUZ98598,2017,Other,8
AUZ98622,2017,Other,8
AUZ98682,2017,Other,8
AUZ98729,2017,Other,8
AUZ98741,2017,Other,8
AKQ09898,2015,Other,6
AKQ09909,2015,Other,6
QCO71855,2018,Other,8
QCO72309,2017,Other,8
QHA30577,2019,Other,3
QHA30604,2019,Other,3
QHA30628,2019,Other,3
QHA30685,2019,Other,3
QHA30729,2019,Other,3
QHA30799,2019,Other,3
QHA30822,2019,Other,3
QHA30846,2019,Other,3
QCO71877,2017,Other,8
QCO71899,2018,Other,8
APF29711,2016,Other,6
AUZ98849,2017,Other,8
AUZ98861,2017,Other,8
QCO71948,2018,Other,8
AKU37650,2015,Other,6
APF29712,2016,Other,6
ASW34125,2017,Other,8
AXH81064,2018,Other,8
AXH81088,2018,Other,8
AXH81181,2018,Other,8
AXH81204,2018,Other,8
AXH80406,2017,Other,8
AXH81252,2017,Other,8
AXH81275,2018,Other,8
ABV30250,2007,Other,13
ABV29821,2007,Other,13
ABW91251,2007,Other,13
ABV45970,2007,Other,13
ACD56269,2007,Other,13
ACO94683,2008,Other,13
ACN32936,2008,Other,13
ACN76489,2008,Other,13
ACO94716,2008,Other,13
ADI75829,2009,Other,5
ADI75840,2009,Other,5
ADI75873,2009,Other,5
ADI75895,2009,Other,5
ADJ88782,2009,Other,5
ADK98623,2009,Other,5
ADK98678,2009,Other,5
ADK98722,2009,Other,5
ADK94191,2009,Other,5
ADK94202,2009,Other,5
ADL28000,2009,Other,5
AEI59979,2009,Other,5
ADL28011,2009,Other,5
ADL28055,2009,Other,5
AEI60012,2009,Other,5
ADL28088,2009,Other,5
ADL28110,2009,Other,5
ADL28126,2009,Other,5
ADL28137,2009,Other,5
ADL28159,2009,Other,5
ADK98755,2009,Other,5
ADK98810,2009,Other,5
ADK98821,2009,Other,5
ADK98854,2009,Other,5
ADK98865,2009,Other,5
AEI60034,2009,Other,5
AEI60045,2009,Other,5
ADK98876,2009,Other,5
ADK98920,2009,Other,5
ADK98942,2009,Other,5
ADK99030,2009,Other,5
ADK94235,2009,Other,5
ADK45410,2009,Other,5
ADK99041,2009,Other,5
ADK45421,2009,Other,5
ADK99074,2009,Other,5
ADK99118,2009,Other,5
ADK99129,2009,Other,5
ADK45476,2009,Other,5
ADK99151,2009,Other,5
ADK99206,2009,Other,5
ADK99250,2009,Other,5
ADK99272,2009,Other,5
ADK99283,2009,Other,5
ADK99294,2009,Other,5
ADK94257,2009,Other,5
ADK94312,2009,Other,5
ADM26784,2009,Other,5
ADK94345,2009,Other,5
AEB40206,2009,Other,5
ADK94498,2009,Other,5
ADK94509,2009,Other,5
ADK94520,2009,Other,5
ADM86429,2009,Other,5
ADM26806,2009,Other,5
ADL28225,2009,Other,5
ALM05350,2012,Other,9
ARI68499,2015,Other,6
AJK03639,2007,Other,13
AJK01622,2010,Other,5
AJK02370,2009,Other,5
AJK03008,2009,Other,5
AJK02726,2009,Other,5
AJK01150,2009,Other,5
ADW82155,2009,Other,5
ADW82146,2009,Other,5
AFX68893,2011,Other,9
ALX27902,2011,Other,9
AFX68895,2011,Other,9
ALX27878,2011,Other,9
AFX68897,2011,Other,9
ALX27866,2011,Other,9
ALX27854,2012,Other,9
ALX27847,2012,Other,9
ALX27840,2012,Other,9
ALX27833,2012,Other,9
ALX27826,2012,Other,9
ALX27819,2012,Other,9
ATE47730,2015,Other,6
ATE47810,2014,Other,0
ATE47820,2014,Other,0
ATE47870,2014,Other,0
ATE47890,2014,Other,0
ATE47990,2015,Other,6
ATE48010,2015,Other,6
ATE48030,2015,Other,6
ATE48090,2014,Other,0
ATE48110,2014,Other,0
ATE48170,2014,Other,0
ATE48240,2014,Other,0
ATE48310,2014,Other,0
ATE48350,2014,Other,0
AFG99501,1991,BE89,7
AIU46045,1996,WU95,7
QFQ15428,2018,Other,8
ATV83621,2012,Other,9
ATV88999,2016,Other,6
ATV88891,2016,Other,6
QFQ15440,2017,Other,8
ATV84352,2013,Other,0
ATV85756,2015,Other,6
ATV84376,2013,Other,0
ATV85780,2015,Other,6
ATV88783,2016,Other,6
QFQ15488,2017,Other,8
AJK01841,2009,Other,5
QFQ15512,2017,Other,8
ATV84496,2014,Other,0
ATV86236,2015,Other,6
ATV84508,2014,Other,0
QFQ15536,2017,Other,8
ATV83693,2012,Other,9
ATV83705,2012,Other,9
QFQ15571,2017,Other,8
ATV88447,2016,Other,6
QFQ15595,2017,Other,8
ATV88435,2016,Other,6
ATV85360,2015,Other,6
ATV89838,2016,Other,6
ATV84880,2014,Other,0
AIU46050,1997,SY97,12
QFQ15643,2018,Other,8
ATV89850,2016,Other,6
ARI68532,2011,Other,9
ARI68613,2014,Other,0
ARI68641,2015,Other,6
ABC50398,2005,Other,10
ABD94767,2001,SY97,2
ABD77741,2001,SY97,2
ABC43497,2004,Other,10
ABD15669,2000,SY97,12
ABC50387,2002,FU02,2
ABC42706,2004,Other,10
ABC42728,2004,Other,10
ABC85875,2005,Other,10
ABC67587,2004,Other,10
ABC67697,2005,Other,10
ABC67850,2002,FU02,2
ABD77785,2001,SY97,2
ABC67554,2005,Other,10
ABD61337,1999,SY97,12
ABC42662,2004,Other,10
ABC42673,2004,Other,10
ABD61348,2000,SY97,12
ABC67894,2002,FU02,2
ABC85897,2005,Other,10
ACT21507,2004,Other,10
ACT21508,2004,Other,10
ACT21509,2004,Other,10
ACT21510,2004,Other,10
ABC42772,2004,Other,10
ABC43475,2004,Other,10
ABC43541,2004,Other,10
ABC84520,2005,Other,10
ABC67664,2005,Other,10
ABD16358,2005,Other,10
ABD16336,2005,Other,10
ABD16314,2005,Other,10
ABD16549,2005,Other,10
ABC42827,2004,Other,10
ABC42838,2004,Other,10
ABC86018,2004,Other,10
ABC84433,2004,Other,10
ABC67454,2002,FU02,2
ABC67989,2002,FU02,2
ABC85776,2000,SY97,12
ABC41692,2003,FU02,2
ABC41725,2003,FU02,2
ABC42147,2003,FU02,2
ABC42318,2003,FU02,2
ABC42516,2003,FU02,2
ABD16527,2003,FU02,2
ABC43072,2003,FU02,2
ABC43105,2003,FU02,2
ABO32656,2000,SY97,12
ABC50299,2002,FU02,2
ABC67653,2002,FU02,2
ABD60845,2000,SY97,12
ABC50321,2002,FU02,2
ABC85952,2002,FU02,2
ABC68071,2002,FU02,2
ABD61392,2000,SY97,12
ABC85919,2002,FU02,2
ABC68093,2002,FU02,2
ABC50354,2002,FU02,2
ABD15746,2000,SY97,12
ABC50376,2002,FU02,2
ABD15724,2000,SY97,12
ABD15702,2000,SY97,12
ABE12078,2000,SY97,12
ABD15691,2000,SY97,12
ABD61326,2000,SY97,12
ABC84571,2000,SY97,12
QEX14516,2019,Other,3
AQN75722,2016,Other,6
AQN75723,2016,Other,6
AQN75724,2016,Other,6
AQN75725,2016,Other,6
AQN75726,2016,Other,6
AQN75732,2016,Other,6
AQN75733,2016,Other,6
AQN75734,2016,Other,6
AQN75735,2016,Other,6
AQN75738,2016,Other,6
ACG80414,2007,Other,13
ACG80430,2007,Other,13
ACG80420,2008,Other,13
ACG80445,2008,Other,13
ACG80436,2008,Other,13
AHD25305,2012,Other,9
BAT21827,2012,Other,9
BAT21798,2012,Other,9
BAT21787,2012,Other,9
BAT21799,2012,Other,9
BAT21815,2012,Other,9
BAT21760,2013,Other,0
BAU36341,2014,Other,0
BAV13646,2015,Other,6
AHL99940,2012,Other,9
AHM00049,2012,Other,9
AHM00132,2012,Other,9
AHM00180,2012,Other,9
AHM00431,2012,Other,9
AHM00543,2012,Other,9
AHM00627,2012,Other,9
AHM00698,2012,Other,9
AHM00794,2013,Other,0
AHM00818,2013,Other,0
AHM00950,2013,Other,0
AHM00974,2013,Other,0
AJK00862,2010,Other,5
QDA17015,1996,WU95,7
QDA18053,1996,WU95,7
QDA17956,1996,WU95,7
QDA18174,2001,SY97,2
QDA18003,2001,SY97,2
QDA18094,2001,SY97,2
QDA17710,2003,FU02,2
QDA17510,2003,FU02,2
QDA17990,2004,Other,10
QDA17014,2004,Other,10
QDA18107,2004,Other,10
QDA17388,2004,Other,10
QDA18140,2005,Other,10
QDA16882,1996,WU95,7
QDA17362,1996,WU95,7
QBM69669,2012,Other,9
QBM69670,2012,Other,9
QBM69671,2012,Other,9
QBM69672,2012,Other,9
QBM69677,2013,Other,0
QBM69681,2014,Other,0
QBM69683,2014,Other,0
QBM69685,2014,Other,0
QBM69686,2014,Other,0
QBM69687,2014,Other,0
QBM69695,2014,Other,0
QBM69705,2014,Other,0
QBM69689,2014,Other,0
QBM69690,2014,Other,0
QBM69693,2014,Other,0
QBM69707,2014,Other,0
QBM69704,2014,Other,0
QBM69713,2014,Other,0
QBM69699,2014,Other,0
QBM69701,2014,Other,0
QBM69696,2014,Other,0
QBM69708,2014,Other,0
QBM69702,2014,Other,0
QBM69715,2014,Other,0
QBM69716,2014,Other,0
QBM69711,2014,Other,0
QBM69718,2015,Other,6
QBM69719,2015,Other,6
QBM69720,2015,Other,6
QBM69721,2015,Other,6
QBM69722,2015,Other,6
QBM69723,2015,Other,6
QBM69724,2015,Other,6
QBM69727,2015,Other,6
QBM69728,2016,Other,6
QBM69731,2016,Other,6
QBM69732,2016,Other,6
QBM69733,2016,Other,6
QBM69735,2016,Other,6
QBM69736,2016,Other,6
QBM69739,2017,Other,8
QBM69692,2014,Other,0
QBM69698,2014,Other,0
QBM69682,2014,Other,0
AJK01703,2011,Other,9
AIU46047,1996,WU95,7
ABA26700,2004,Other,10
ABA26711,2004,Other,10
ABA26722,2004,Other,10
AJK00646,2008,Other,13
AJK02743,2010,Other,5
AIW60697,2003,FU02,2
AIW60698,2003,FU02,2
AQN74153,2016,Other,6
AJK00964,2009,Other,5
AJK03247,2010,Other,5
AJK02332,2009,Other,5
AGA18969,2003,FU02,2
AGA18971,2003,FU02,2
ACT67792,2009,Other,5
AGK74579,2011,Other,9
ALH34028,2015,Other,6
QIQ46074,2020,Other,3
ABW23244,2007,Other,13
AGK74651,2011,Other,9
ANM98223,2016,Other,6
ABW23245,2007,Other,13
AQS98105,2017,Other,8
ABW23242,2006,Other,13
ACM51218,2008,Other,13
ACT67780,2009,Other,5
AQW37022,2017,Other,8
AGL06140,2011,Other,9
ANM98619,2016,Other,6
AIE10221,2014,Other,0
APB89625,2015,Other,6
AGL06510,2012,Other,9
AIE10222,2014,Other,0
ARH17568,2017,Other,8
QBS20039,2019,Other,3
QDX11798,2019,Other,3
AIE09790,2013,Other,0
ANM99171,2016,Other,6
ATI23269,2017,Other,8
AXY84269,2018,Other,8
APB89421,2015,Other,6
AJK03540,2007,Other,13
ATI23257,2017,Other,8
ABW23330,2007,Other,13
AGL06222,2011,Other,9
AGL06807,2012,Other,9
ANM99842,2016,Other,6
QCG84178,2019,Other,3
AGL06846,2012,Other,9
AGL06186,2012,Other,9
AGZ61259,2012,Other,9
AMB70087,2015,Other,6
AFG99237,1986,BK79,1
AMB69685,2015,Other,6
ANN01427,2016,Other,6
AUM85206,2017,Other,8
ANN01439,2016,Other,6
AYW00368,2018,Other,8
ALH30259,2014,Other,0
AMB69699,2015,Other,6
AUP49092,2017,Other,8
QDX11841,2019,Other,3
QDQ43468,2019,Other,3
APB90334,2014,Other,0
ANM97503,2015,Other,6
ANN02062,2016,Other,6
AXB51648,2018,Other,8
AGL06908,2011,Other,9
ANM97791,2015,Other,6
QDE06274,2019,Other,3
QBL90007,2018,Other,8
QDQ44036,2019,Other,3
AOT91186,2016,Other,6
AIC73749,2014,Other,0
QCW13761,2018,Other,8
QHI02932,2019,Other,3
QIJ26171,2019,Other,3
ALE31622,2014,Other,0
ALE31631,2014,Other,0
ALE31634,2014,Other,0
QHN71552,2019,Other,3
QHN71564,2019,Other,3
APY26276,2016,Other,6
ALN39736,2015,Other,6
AQS18779,2016,Other,6
QHW14979,2019,Other,3
APF46463,2016,Other,6
APQ44573,2016,Other,6
APQ44574,2016,Other,6
ASE04455,2016,Other,6
ATD10985,2017,Other,8
ATD11049,2017,Other,8
ATD11094,2017,Other,8
ATD11267,2017,Other,8
AXP19232,2018,Other,8
QAB04135,2018,Other,8
QBM12469,2018,Other,8
QBX92024,2019,Other,3
QBX91210,2019,Other,3
QCF42539,2019,Other,3
QDK57377,2019,Other,3
QDK57389,2019,Other,3
QDC19842,2019,Other,3
QDC27126,2019,Other,3
QDJ73817,2019,Other,3
QDX11067,2019,Other,3
QEX14605,2019,Other,3
ABW38363,2007,Other,13
ABW91207,2007,Other,13
ABV29722,2007,Other,13
ABV45981,2007,Other,13
AEK28861,2009,Other,5
AQN75215,2014,Other,0
AQN74224,2014,Other,0
AQN75216,2014,Other,0
AQW43354,2014,Other,0
AQN74390,2014,Other,0
AQN74684,2014,Other,0
AQW43286,2014,Other,0
AQN74628,2014,Other,0
AQN74426,2015,Other,6
AIE09936,2014,Other,0
AGK74238,2011,Other,9
AIE09867,2014,Other,0
AQS20817,2017,Other,8
ANN00143,2016,Other,6
QCG84217,2019,Other,3
AGK74458,2011,Other,9
AIE09784,2013,Other,0
QBP38328,2019,Other,3
QIQ46098,2020,Other,3
AOT90023,2016,Other,6
AGK74499,2011,Other,9
ANN00155,2016,Other,6
AXY84317,2018,Other,8
QJA10802,2020,Other,3
AIE09681,2013,Other,0
ARH15821,2017,Other,8
AXA18580,2018,Other,8
QCG84224,2019,Other,3
ARJ34544,2017,Other,8
AGZ60751,2012,Other,9
ANN00683,2016,Other,6
QCW13809,2019,Other,3
ARO43876,2017,Other,8
QJT42375,2020,Other,3
ARQ86744,2017,Other,8
QDX11930,2019,Other,3
ASB16198,2017,Other,8
ARS00437,2017,Other,8
AXY84116,2018,Other,8
ASB16404,2017,Other,8
QDE06545,2019,Other,3
ASK83058,2017,Other,8
ASU07657,2017,Other,8
AZF87099,2018,Other,8
QDX11961,2019,Other,3
AOT91702,2016,Other,6
ATI23233,2017,Other,8
QEI02024,2019,Other,3
AUH29250,2017,Other,8
AXQ12544,2018,Other,8
QEI02049,2019,Other,3
QEN96861,2019,Other,3
AUM85350,2017,Other,8
AQI17402,2016,Other,6
QIA55211,2019,Other,3
ALN39669,2015,Other,6
ALN39738,2015,Other,6
AHZ95897,2012,Other,9
AHZ95910,2012,Other,9
AHZ95912,2012,Other,9
AIT92509,2012,Other,9
AIT92487,2012,Other,9
AIT92513,2012,Other,9
AIT92522,2013,Other,0
AIT92500,2013,Other,0
AIT92502,2013,Other,0
ALT66893,2015,Other,6
ALT66894,2015,Other,6
ALT66896,2015,Other,6
ALT66898,2015,Other,6
ALT66899,2015,Other,6
ALT66902,2015,Other,6
ALT66903,2015,Other,6
ALT66901,2015,Other,6
ALT66905,2015,Other,6
ALT66908,2015,Other,6
ALT66922,2015,Other,6
ALT66923,2015,Other,6
ALT66924,2015,Other,6
ALT66913,2015,Other,6
ALT66914,2015,Other,6
ALT66915,2015,Other,6
ALT66918,2015,Other,6
ALT66919,2015,Other,6
ALT66920,2015,Other,6
ALT66921,2015,Other,6
AFV68620,2012,Other,9
AKI82564,2014,Other,0
AFV68579,2012,Other,9
AFV68610,2012,Other,9
AFV68546,2012,Other,9
AFV68627,2012,Other,9
AFV68634,2012,Other,9
AKI82566,2014,Other,0
AKI82567,2014,Other,0
AKI82572,2014,Other,0
AHN96379,2013,Other,0
AID47950,2013,Other,0
AID47962,2013,Other,0
AKI82581,2015,Other,6
AKI82586,2015,Other,6
AKI82591,2015,Other,6
AKI82593,2015,Other,6
AKI82594,2015,Other,6
AKI82603,2015,Other,6
AKI82605,2015,Other,6
AKI82611,2015,Other,6
AFV68590,2012,Other,9
AKI82613,2015,Other,6
AFV68600,2012,Other,9
