Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
APW81213,2016,H3N2,Human,SW13,13,1
QCQ19086,2019,H3N2,Human,HK14,14,1
AGF68941,2012,H3N2,Human,VI11,12,1
AGF68942,2012,H3N2,Human,VI11,12,1
AGF68937,2012,H3N2,Human,VI11,12,1
AGF68935,2012,H3N2,Human,VI11,12,1
AXH80442,2017,H3N2,Human,SW13,13,1
ALH27397,2014,H3N2,Human,VI11,12,1
ALH34245,2015,H3N2,Human,SW13,13,1
QBS20723,2019,H3N2,Human,HK14,14,1
ANM98703,2016,H3N2,Human,SW13,13,1
AQS20912,2017,H3N2,Human,SW13,13,1
QBS20730,2019,H3N2,Human,HK14,14,1
AGZ61183,2013,H3N2,Human,VI11,12,1
APB89840,2015,H3N2,Human,SW13,13,1
AGL06239,2011,H3N2,Human,PE09,11,1
ALH25379,2015,H3N2,Human,SW13,13,1
AQS20900,2017,H3N2,Human,SW13,13,1
ALH25807,2015,H3N2,Human,SW13,13,1
QCW13305,2019,H3N2,Human,HK14,14,1
ALH35121,2015,H3N2,Human,SW13,13,1
AMB69398,2015,H3N2,Human,SW13,13,1
AGZ61178,2013,H3N2,Human,VI11,12,1
ARB16993,2017,H3N2,Human,SW13,13,1
QDX11499,2019,H3N2,Human,HK14,14,1
AQS20947,2016,H3N2,Human,SW13,13,1
ARO44128,2017,H3N2,Human,SW13,13,1
ARS00617,2017,H3N2,Human,SW13,13,1
ATX60592,2017,H3N2,Human,SW13,13,1
QDX11518,2019,H3N2,Human,HK14,14,1
QDQ43813,2019,H3N2,Human,HK14,14,1
AUD10094,2017,H3N2,Human,SW13,13,1
AUH30457,2017,H3N2,Human,SW13,13,1
AUH30469,2017,H3N2,Human,SW13,13,1
AUM85182,2017,H3N2,Human,SW13,13,1
ATD11210,2017,H3N2,Human,SW13,13,1
ATD11258,2017,H3N2,Human,SW13,13,1
ATD11261,2017,H3N2,Human,SW13,13,1
AXP19229,2018,H3N2,Human,HK14,14,1
QAB03183,2018,H3N2,Human,HK14,14,1
QDK57018,2019,H3N2,Human,HK14,14,1
AEK28883,2009,H3N2,Human,PE09,11,1
ARI68347,2013,H3N2,Human,VI11,12,1
ABA26777,2004,H3N2,Human,FU02,10,1
AFC98342,2007,H3N2,Human,FU02,10,1
AFW90002,2012,H3N2,Human,VI11,12,1
AFH34968,2011,H3N2,Human,PE09,11,1
AFG99303,1989,H3N2,Human,SI87,5,0
AFG99259,1988,H3N2,Human,SI87,5,0
AFH00527,1997,H3N2,Human,WU95,8,0
AIW60691,1996,H3N2,Human,WU95,8,0
AIW60692,1996,H3N2,Human,WU95,8,0
AIW60689,1996,H3N2,Human,WU95,8,0
AIW60690,1996,H3N2,Human,WU95,8,0
ABU80177,2000,H3N2,Human,SY97,9,1
ABR28790,2000,H3N2,Human,SY97,9,1
ABS49965,2000,H3N2,Human,SY97,9,1
ABS49998,2000,H3N2,Human,SY97,9,1
ABU80320,2000,H3N2,Human,SY97,9,1
ABS50009,2000,H3N2,Human,SY97,9,1
ABS50020,2000,H3N2,Human,SY97,9,1
ABS50031,2000,H3N2,Human,SY97,9,1
ABR28823,2001,H3N2,Human,SY97,9,1
ABS50042,2001,H3N2,Human,SY97,9,1
ABR15929,2001,H3N2,Human,SY97,9,1
ABR28856,2002,H3N2,Human,SY97,9,1
ABR28867,2002,H3N2,Human,SY97,9,1
ABU80331,2002,H3N2,Human,SY97,9,1
ABR15940,2002,H3N2,Human,SY97,9,1
ABR28878,2002,H3N2,Human,SY97,9,1
ABR15962,2002,H3N2,Human,SY97,9,1
ABS50064,2002,H3N2,Human,SY97,9,1
ABR28889,2005,H3N2,Human,FU02,10,1
ABR28922,2005,H3N2,Human,FU02,10,1
ADJ84772,2009,H3N2,Human,PE09,11,1
ADF83752,2009,H3N2,Human,PE09,11,1
ADF83741,2009,H3N2,Human,PE09,11,1
ADV76682,2009,H3N2,Human,PE09,11,1
ADV76727,2009,H3N2,Human,PE09,11,1
AEG65263,2003,H3N2,Human,FU02,10,1
AEG65593,2005,H3N2,Human,FU02,10,1
AEG65538,2005,H3N2,Human,FU02,10,1
AEG65296,2003,H3N2,Human,FU02,10,1
AEG65472,2005,H3N2,Human,FU02,10,1
AIU46078,2005,H3N2,Human,FU02,10,1
AIW60699,2005,H3N2,Human,FU02,10,1
AIW60700,2005,H3N2,Human,FU02,10,1
AIU46067,2003,H3N2,Human,FU02,10,1
AIU46051,2002,H3N2,Human,SY97,9,1
AFM72477,2006,H3N2,Human,FU02,10,1
ACN50256,2005,H3N2,Human,FU02,10,1
AEX33530,2004,H3N2,Human,FU02,10,1
AEX34275,2007,H3N2,Human,FU02,10,1
AJK01852,2008,H3N2,Human,FU02,10,1
AJK02651,2008,H3N2,Human,FU02,10,1
QCO72348,2018,H3N2,Human,HK14,14,1
QCO72360,2018,H3N2,Human,HK14,14,1
AXH80501,2018,H3N2,Human,HK14,14,1
AXH80513,2018,H3N2,Human,HK14,14,1
AJK01313,2010,H3N2,Human,PE09,11,1
ARO84780,2017,H3N2,Human,SW13,13,1
ARO84797,2017,H3N2,Human,SW13,13,1
ARO84838,2017,H3N2,Human,SW13,13,1
ARO84876,2017,H3N2,Human,SW13,13,1
ARO84935,2017,H3N2,Human,SW13,13,1
ARO84972,2017,H3N2,Human,SW13,13,1
ARO84993,2017,H3N2,Human,SW13,13,1
ARO85094,2017,H3N2,Human,SW13,13,1
ARO85134,2017,H3N2,Human,SW13,13,1
ARO85154,2017,H3N2,Human,SW13,13,1
AQN74938,2015,H3N2,Human,SW13,13,1
AQN75037,2014,H3N2,Human,VI11,12,1
AQN74358,2015,H3N2,Human,SW13,13,1
AXO65034,2017,H3N2,Human,SW13,13,1
AXO65239,2017,H3N2,Human,SW13,13,1
AXO64716,2017,H3N2,Human,SW13,13,1
AXO64949,2017,H3N2,Human,SW13,13,1
AXO64878,2018,H3N2,Human,HK14,14,1
AXO65154,2018,H3N2,Human,HK14,14,1
AXO65022,2018,H3N2,Human,HK14,14,1
AXO64707,2018,H3N2,Human,HK14,14,1
AXO65237,2018,H3N2,Human,HK14,14,1
ABF21268,1979,H3N2,Human,TX77,3,0
AFH00714,1979,H3N2,Human,TX77,3,0
AFM68976,1979,H3N2,Human,TX77,3,0
AIU46046,1997,H3N2,Human,WU95,8,0
ALM05079,2009,H3N2,Human,PE09,11,1
ALM05080,2010,H3N2,Human,PE09,11,1
ALM05082,2011,H3N2,Human,PE09,11,1
ALM05085,2011,H3N2,Human,PE09,11,1
ALM05086,2011,H3N2,Human,PE09,11,1
AJY79377,2014,H3N2,Human,VI11,12,1
AJY79379,2014,H3N2,Human,VI11,12,1
AJY79380,2014,H3N2,Human,VI11,12,1
AJY79382,2014,H3N2,Human,VI11,12,1
AJY79383,2014,H3N2,Human,VI11,12,1
AJY79384,2014,H3N2,Human,VI11,12,1
AJY79389,2014,H3N2,Human,VI11,12,1
AJY79390,2014,H3N2,Human,VI11,12,1
AJY79398,2015,H3N2,Human,SW13,13,1
AJY79399,2015,H3N2,Human,SW13,13,1
AJY79401,2015,H3N2,Human,SW13,13,1
AJY79402,2015,H3N2,Human,SW13,13,1
ARG44428,2012,H3N2,Human,VI11,12,1
AJK03256,2007,H3N2,Human,FU02,10,1
AJK00969,2010,H3N2,Human,PE09,11,1
AJK01718,2009,H3N2,Human,PE09,11,1
AJK00780,2010,H3N2,Human,PE09,11,1
AJK03359,2007,H3N2,Human,FU02,10,1
AJK02608,2009,H3N2,Human,PE09,11,1
AJK00723,2009,H3N2,Human,PE09,11,1
AJK01624,2010,H3N2,Human,PE09,11,1
QED13103,2016,H3N2,Human,SW13,13,1
QED13105,2016,H3N2,Human,SW13,13,1
QED13118,2016,H3N2,Human,SW13,13,1
QED13083,2016,H3N2,Human,SW13,13,1
QED13087,2016,H3N2,Human,SW13,13,1
QED13092,2016,H3N2,Human,SW13,13,1
QED13096,2016,H3N2,Human,SW13,13,1
QED13101,2016,H3N2,Human,SW13,13,1
QED13121,2016,H3N2,Human,SW13,13,1
QED13128,2016,H3N2,Human,SW13,13,1
QED13145,2016,H3N2,Human,SW13,13,1
QED13139,2016,H3N2,Human,SW13,13,1
QED13158,2016,H3N2,Human,SW13,13,1
QED13160,2016,H3N2,Human,SW13,13,1
QED13186,2016,H3N2,Human,SW13,13,1
QED12631,2017,H3N2,Human,SW13,13,1
QED12678,2017,H3N2,Human,SW13,13,1
QED12679,2017,H3N2,Human,SW13,13,1
QED12686,2017,H3N2,Human,SW13,13,1
QED12761,2017,H3N2,Human,SW13,13,1
QED12766,2017,H3N2,Human,SW13,13,1
QED12765,2017,H3N2,Human,SW13,13,1
QED13086,2016,H3N2,Human,SW13,13,1
QED13093,2016,H3N2,Human,SW13,13,1
QED13116,2016,H3N2,Human,SW13,13,1
QED13081,2016,H3N2,Human,SW13,13,1
QED13094,2016,H3N2,Human,SW13,13,1
QED13109,2016,H3N2,Human,SW13,13,1
QED13125,2016,H3N2,Human,SW13,13,1
QED13129,2016,H3N2,Human,SW13,13,1
QED13143,2016,H3N2,Human,SW13,13,1
QED13140,2016,H3N2,Human,SW13,13,1
QED13137,2016,H3N2,Human,SW13,13,1
QED13136,2016,H3N2,Human,SW13,13,1
QED13159,2016,H3N2,Human,SW13,13,1
QED13170,2016,H3N2,Human,SW13,13,1
QED13168,2016,H3N2,Human,SW13,13,1
QED13163,2016,H3N2,Human,SW13,13,1
QED13187,2016,H3N2,Human,SW13,13,1
QED12635,2017,H3N2,Human,SW13,13,1
QED12647,2017,H3N2,Human,SW13,13,1
QED12645,2017,H3N2,Human,SW13,13,1
QED12666,2017,H3N2,Human,SW13,13,1
QED12674,2017,H3N2,Human,SW13,13,1
QED12690,2017,H3N2,Human,SW13,13,1
QED12695,2017,H3N2,Human,SW13,13,1
QED12693,2017,H3N2,Human,SW13,13,1
QED12700,2017,H3N2,Human,SW13,13,1
QED12694,2017,H3N2,Human,SW13,13,1
QED12703,2017,H3N2,Human,SW13,13,1
QED12704,2017,H3N2,Human,SW13,13,1
QED12708,2017,H3N2,Human,SW13,13,1
QED12705,2017,H3N2,Human,SW13,13,1
QED12712,2017,H3N2,Human,SW13,13,1
QED12725,2017,H3N2,Human,SW13,13,1
QED12727,2017,H3N2,Human,SW13,13,1
QED12740,2017,H3N2,Human,SW13,13,1
QED12721,2017,H3N2,Human,SW13,13,1
QED12750,2017,H3N2,Human,SW13,13,1
QED12743,2017,H3N2,Human,SW13,13,1
QED12746,2017,H3N2,Human,SW13,13,1
QED12742,2017,H3N2,Human,SW13,13,1
QED12753,2017,H3N2,Human,SW13,13,1
QED12733,2017,H3N2,Human,SW13,13,1
QED12734,2017,H3N2,Human,SW13,13,1
QED12756,2017,H3N2,Human,SW13,13,1
QED12768,2017,H3N2,Human,SW13,13,1
QED12778,2017,H3N2,Human,SW13,13,1
QED12771,2017,H3N2,Human,SW13,13,1
QED12780,2017,H3N2,Human,SW13,13,1
QED12784,2017,H3N2,Human,SW13,13,1
QED12793,2017,H3N2,Human,SW13,13,1
QED12794,2017,H3N2,Human,SW13,13,1
QED12801,2017,H3N2,Human,SW13,13,1
QED12812,2017,H3N2,Human,SW13,13,1
QED12813,2017,H3N2,Human,SW13,13,1
QED12814,2017,H3N2,Human,SW13,13,1
QED12819,2017,H3N2,Human,SW13,13,1
QED12821,2017,H3N2,Human,SW13,13,1
QED12824,2017,H3N2,Human,SW13,13,1
QED12825,2017,H3N2,Human,SW13,13,1
QED12833,2017,H3N2,Human,SW13,13,1
QED12845,2017,H3N2,Human,SW13,13,1
QED12855,2017,H3N2,Human,SW13,13,1
QED12868,2017,H3N2,Human,SW13,13,1
QED12865,2017,H3N2,Human,SW13,13,1
QED12866,2017,H3N2,Human,SW13,13,1
QED12872,2017,H3N2,Human,SW13,13,1
QED12879,2017,H3N2,Human,SW13,13,1
QED12883,2017,H3N2,Human,SW13,13,1
QED12891,2017,H3N2,Human,SW13,13,1
QED12888,2017,H3N2,Human,SW13,13,1
QED12898,2017,H3N2,Human,SW13,13,1
QED12901,2017,H3N2,Human,SW13,13,1
QED12905,2017,H3N2,Human,SW13,13,1
QED12906,2017,H3N2,Human,SW13,13,1
QED12915,2017,H3N2,Human,SW13,13,1
QED12917,2017,H3N2,Human,SW13,13,1
QED12920,2017,H3N2,Human,SW13,13,1
QED12924,2017,H3N2,Human,SW13,13,1
QED12925,2017,H3N2,Human,SW13,13,1
QED12926,2017,H3N2,Human,SW13,13,1
QED12928,2017,H3N2,Human,SW13,13,1
QED12930,2017,H3N2,Human,SW13,13,1
QED12931,2017,H3N2,Human,SW13,13,1
QED12935,2017,H3N2,Human,SW13,13,1
QED12944,2017,H3N2,Human,SW13,13,1
QED12947,2017,H3N2,Human,SW13,13,1
QED12958,2017,H3N2,Human,SW13,13,1
QED12959,2017,H3N2,Human,SW13,13,1
QED12963,2017,H3N2,Human,SW13,13,1
QED12962,2017,H3N2,Human,SW13,13,1
QED12965,2017,H3N2,Human,SW13,13,1
QED12976,2017,H3N2,Human,SW13,13,1
QED12982,2017,H3N2,Human,SW13,13,1
QED12984,2017,H3N2,Human,SW13,13,1
QED12981,2017,H3N2,Human,SW13,13,1
QED12996,2017,H3N2,Human,SW13,13,1
QED12997,2017,H3N2,Human,SW13,13,1
QED13003,2017,H3N2,Human,SW13,13,1
QED13018,2017,H3N2,Human,SW13,13,1
QED13020,2017,H3N2,Human,SW13,13,1
QED13028,2017,H3N2,Human,SW13,13,1
QED13029,2017,H3N2,Human,SW13,13,1
QED13034,2017,H3N2,Human,SW13,13,1
QED13036,2017,H3N2,Human,SW13,13,1
QED13038,2017,H3N2,Human,SW13,13,1
QED13039,2017,H3N2,Human,SW13,13,1
QED13042,2017,H3N2,Human,SW13,13,1
QED13046,2017,H3N2,Human,SW13,13,1
QED13049,2017,H3N2,Human,SW13,13,1
QED13052,2017,H3N2,Human,SW13,13,1
QED13057,2017,H3N2,Human,SW13,13,1
QED13058,2017,H3N2,Human,SW13,13,1
QED13061,2017,H3N2,Human,SW13,13,1
QED13069,2017,H3N2,Human,SW13,13,1
QED13072,2017,H3N2,Human,SW13,13,1
QED13073,2017,H3N2,Human,SW13,13,1
QED12516,2016,H3N2,Human,SW13,13,1
QED12520,2016,H3N2,Human,SW13,13,1
QED12527,2017,H3N2,Human,SW13,13,1
QED12537,2017,H3N2,Human,SW13,13,1
QED12540,2017,H3N2,Human,SW13,13,1
QED12546,2017,H3N2,Human,SW13,13,1
QED12557,2017,H3N2,Human,SW13,13,1
QED12567,2017,H3N2,Human,SW13,13,1
QED12568,2017,H3N2,Human,SW13,13,1
QED12570,2017,H3N2,Human,SW13,13,1
QED12574,2017,H3N2,Human,SW13,13,1
QED12586,2017,H3N2,Human,SW13,13,1
QED12594,2017,H3N2,Human,SW13,13,1
QED12599,2017,H3N2,Human,SW13,13,1
QED12603,2017,H3N2,Human,SW13,13,1
QED12609,2017,H3N2,Human,SW13,13,1
QED12614,2017,H3N2,Human,SW13,13,1
QED12616,2017,H3N2,Human,SW13,13,1
QED12618,2017,H3N2,Human,SW13,13,1
QED12619,2017,H3N2,Human,SW13,13,1
QED12622,2017,H3N2,Human,SW13,13,1
AJK02348,2010,H3N2,Human,PE09,11,1
AJK03633,2010,H3N2,Human,PE09,11,1
AJK01584,2009,H3N2,Human,PE09,11,1
AJK02763,2010,H3N2,Human,PE09,11,1
AJK02707,2011,H3N2,Human,PE09,11,1
AJK00971,2011,H3N2,Human,PE09,11,1
AJK03203,2007,H3N2,Human,FU02,10,1
AFG99677,1992,H3N2,Human,BE89,6,0
AFG72096,1989,H3N2,Human,SI87,5,0
AFM71731,1989,H3N2,Human,SI87,5,0
AAB58297,1989,H3N2,Human,SI87,5,0
AAT64741,1989,H3N2,Human,SI87,5,0
ABF21269,1989,H3N2,Human,SI87,5,0
ABB46392,1975,H3N2,Human,EN72,1,0
ASW34090,2017,H3N2,Human,SW13,13,1
AUN86767,2016,H3N2,Human,SW13,13,1
AUN86765,2016,H3N2,Human,SW13,13,1
AUN86776,2016,H3N2,Human,SW13,13,1
AUN86766,2016,H3N2,Human,SW13,13,1
AUN86778,2016,H3N2,Human,SW13,13,1
AOG30058,2014,H3N2,Human,VI11,12,1
AUN86780,2016,H3N2,Human,SW13,13,1
QCP66679,2019,H3N2,Human,HK14,14,1
QCQ19133,2019,H3N2,Human,HK14,14,1
QDK57341,2019,H3N2,Human,HK14,14,1
AEK29015,2010,H3N2,Human,PE09,11,1
AKH14632,2011,H3N2,Human,PE09,11,1
AQN75023,2015,H3N2,Human,SW13,13,1
AQN75110,2015,H3N2,Human,SW13,13,1
ALM05067,2009,H3N2,Human,PE09,11,1
AFG99138,1982,H3N2,Human,BK79,4,0
AFG71865,1968,H3N2,Human,HK68,0,0
AIU46019,1968,H3N2,Human,HK68,0,0
AFG99017,1976,H3N2,Human,VI75,2,0
AFG98962,1975,H3N2,Human,EN72,1,0
AFG98830,1971,H3N2,Human,HK68,0,0
AAT64716,1972,H3N2,Human,HK68,0,0
AFG71964,1972,H3N2,Human,HK68,0,0
AFG98841,1971,H3N2,Human,HK68,0,0
AGB08343,1976,H3N2,Human,VI75,2,0
AIU46022,1976,H3N2,Human,VI75,2,0
AFG98973,1975,H3N2,Human,EN72,1,0
AAT64718,1975,H3N2,Human,EN72,1,0
AFG71920,1970,H3N2,Human,HK68,0,0
AFG98984,1975,H3N2,Human,EN72,1,0
AFG98885,1973,H3N2,Human,EN72,1,0
AFG99072,1977,H3N2,Human,VI75,2,0
AFG72007,1975,H3N2,Human,EN72,1,0
AFG72040,1981,H3N2,Human,BK79,4,0
AFG99028,1976,H3N2,Human,VI75,2,0
AFG71996,1974,H3N2,Human,EN72,1,0
AFN11832,1976,H3N2,Human,VI75,2,0
AFG98874,1973,H3N2,Human,EN72,1,0
AFG99039,1976,H3N2,Human,VI75,2,0
AFG98907,1974,H3N2,Human,EN72,1,0
AAT64717,1974,H3N2,Human,EN72,1,0
AFG98918,1974,H3N2,Human,EN72,1,0
AFG71953,1972,H3N2,Human,HK68,0,0
AFG99006,1976,H3N2,Human,VI75,2,0
AFG71931,1971,H3N2,Human,HK68,0,0
AFG98929,1974,H3N2,Human,EN72,1,0
AFG71898,1969,H3N2,Human,HK68,0,0
AFG98940,1974,H3N2,Human,EN72,1,0
QDX47311,2016,H3N2,Avian,SW13,13,1
QIX11606,2017,H3N2,Avian,SW13,13,1
AEK29037,2010,H3N2,Human,PE09,11,1
AJK01101,2010,H3N2,Human,PE09,11,1
AJK00592,2009,H3N2,Human,PE09,11,1
AJK02456,2010,H3N2,Human,PE09,11,1
ARI68424,2013,H3N2,Human,VI11,12,1
AJK03365,2009,H3N2,Human,PE09,11,1
ACN50246,2006,H3N2,Human,FU02,10,1
ACU80102,2008,H3N2,Human,FU02,10,1
ADW23115,2009,H3N2,Human,PE09,11,1
ACU80190,2008,H3N2,Human,FU02,10,1
ACU80113,2008,H3N2,Human,FU02,10,1
ACU80201,2008,H3N2,Human,FU02,10,1
ACU80223,2008,H3N2,Human,FU02,10,1
ACU80245,2008,H3N2,Human,FU02,10,1
ACU80124,2008,H3N2,Human,FU02,10,1
ACU80311,2008,H3N2,Human,FU02,10,1
ACU80377,2008,H3N2,Human,FU02,10,1
ACU80146,2008,H3N2,Human,FU02,10,1
ACU80721,2008,H3N2,Human,FU02,10,1
ACU80754,2008,H3N2,Human,FU02,10,1
ACU80765,2008,H3N2,Human,FU02,10,1
ACU80776,2008,H3N2,Human,FU02,10,1
ACU80787,2008,H3N2,Human,FU02,10,1
AEB71969,2009,H3N2,Human,PE09,11,1
AEB71980,2009,H3N2,Human,PE09,11,1
AFD98117,2011,H3N2,Human,PE09,11,1
AFD98128,2011,H3N2,Human,PE09,11,1
AFD98150,2011,H3N2,Human,PE09,11,1
AFD98172,2011,H3N2,Human,PE09,11,1
AFJ11706,2011,H3N2,Human,PE09,11,1
AGG84179,2011,H3N2,Human,PE09,11,1
AGV98990,2012,H3N2,Human,VI11,12,1
AGV99002,2012,H3N2,Human,VI11,12,1
AGV99049,2012,H3N2,Human,VI11,12,1
AGV99061,2012,H3N2,Human,VI11,12,1
AGV99073,2012,H3N2,Human,VI11,12,1
AGV99097,2012,H3N2,Human,VI11,12,1
AGV99109,2012,H3N2,Human,VI11,12,1
AGV99157,2012,H3N2,Human,VI11,12,1
AGV99193,2012,H3N2,Human,VI11,12,1
AGV99205,2012,H3N2,Human,VI11,12,1
AGW00113,2012,H3N2,Human,VI11,12,1
AGW00185,2012,H3N2,Human,VI11,12,1
AGW00757,2012,H3N2,Human,VI11,12,1
AGW00841,2012,H3N2,Human,VI11,12,1
AGW00853,2012,H3N2,Human,VI11,12,1
AGW00877,2013,H3N2,Human,VI11,12,1
AGW00889,2013,H3N2,Human,VI11,12,1
AGW01295,2013,H3N2,Human,VI11,12,1
AGW01319,2012,H3N2,Human,VI11,12,1
AGW01331,2013,H3N2,Human,VI11,12,1
AGW01379,2013,H3N2,Human,VI11,12,1
AGW01403,2013,H3N2,Human,VI11,12,1
AGW01451,2012,H3N2,Human,VI11,12,1
AGW01487,2013,H3N2,Human,VI11,12,1
AGW01511,2013,H3N2,Human,VI11,12,1
AGW01523,2013,H3N2,Human,VI11,12,1
AGW01535,2013,H3N2,Human,VI11,12,1
AGW01607,2013,H3N2,Human,VI11,12,1
AGW01643,2013,H3N2,Human,VI11,12,1
AGW01667,2013,H3N2,Human,VI11,12,1
AGV98966,2013,H3N2,Human,VI11,12,1
AGW01725,2013,H3N2,Human,VI11,12,1
AGW01845,2013,H3N2,Human,VI11,12,1
AGW01965,2013,H3N2,Human,VI11,12,1
AGW02049,2013,H3N2,Human,VI11,12,1
AGW02121,2013,H3N2,Human,VI11,12,1
AGW02145,2013,H3N2,Human,VI11,12,1
AFD98259,2011,H3N2,Human,PE09,11,1
AFQ32573,2011,H3N2,Human,PE09,11,1
AFD98290,2011,H3N2,Human,PE09,11,1
AGE89329,2011,H3N2,Human,PE09,11,1
AFJ19842,2011,H3N2,Human,PE09,11,1
AGE89392,2011,H3N2,Human,PE09,11,1
AGE89719,2011,H3N2,Human,PE09,11,1
AFD98351,2011,H3N2,Human,PE09,11,1
AFD98362,2011,H3N2,Human,PE09,11,1
AGE89751,2011,H3N2,Human,PE09,11,1
AFD98395,2011,H3N2,Human,PE09,11,1
AFD98460,2011,H3N2,Human,PE09,11,1
AFD98428,2011,H3N2,Human,PE09,11,1
AFD98449,2011,H3N2,Human,PE09,11,1
AFD98481,2011,H3N2,Human,PE09,11,1
AFD98503,2011,H3N2,Human,PE09,11,1
AFD98569,2011,H3N2,Human,PE09,11,1
AFR68173,2012,H3N2,Human,VI11,12,1
AHL95104,2012,H3N2,Human,VI11,12,1
AHL95116,2012,H3N2,Human,VI11,12,1
AHL95260,2013,H3N2,Human,VI11,12,1
AHL95343,2013,H3N2,Human,VI11,12,1
AHL95394,2013,H3N2,Human,VI11,12,1
AHL95470,2013,H3N2,Human,VI11,12,1
AHL95518,2013,H3N2,Human,VI11,12,1
AHL95554,2013,H3N2,Human,VI11,12,1
AHL95566,2013,H3N2,Human,VI11,12,1
AHL95578,2013,H3N2,Human,VI11,12,1
AHL95590,2013,H3N2,Human,VI11,12,1
AHL95626,2013,H3N2,Human,VI11,12,1
AHL95662,2013,H3N2,Human,VI11,12,1
AHL95674,2013,H3N2,Human,VI11,12,1
AHL95782,2013,H3N2,Human,VI11,12,1
AHL95794,2013,H3N2,Human,VI11,12,1
AHL95806,2013,H3N2,Human,VI11,12,1
AHL95925,2013,H3N2,Human,VI11,12,1
AHL95937,2013,H3N2,Human,VI11,12,1
AHL95949,2012,H3N2,Human,VI11,12,1
AHL95997,2013,H3N2,Human,VI11,12,1
AHL96009,2013,H3N2,Human,VI11,12,1
AHL96092,2012,H3N2,Human,VI11,12,1
AHL96104,2012,H3N2,Human,VI11,12,1
AHL96140,2012,H3N2,Human,VI11,12,1
AHL96164,2012,H3N2,Human,VI11,12,1
AHL96200,2012,H3N2,Human,VI11,12,1
AHL96236,2012,H3N2,Human,VI11,12,1
AHL96248,2012,H3N2,Human,VI11,12,1
AHL96354,2012,H3N2,Human,VI11,12,1
AHL96366,2012,H3N2,Human,VI11,12,1
AHL96402,2012,H3N2,Human,VI11,12,1
AHL96438,2012,H3N2,Human,VI11,12,1
AHL96557,2012,H3N2,Human,VI11,12,1
AHL96569,2012,H3N2,Human,VI11,12,1
AHL96592,2012,H3N2,Human,VI11,12,1
AHL96628,2012,H3N2,Human,VI11,12,1
AHL96652,2012,H3N2,Human,VI11,12,1
AHL96736,2012,H3N2,Human,VI11,12,1
AHL96760,2012,H3N2,Human,VI11,12,1
AHL96772,2012,H3N2,Human,VI11,12,1
AHL96796,2012,H3N2,Human,VI11,12,1
AHL96976,2012,H3N2,Human,VI11,12,1
AHL96988,2012,H3N2,Human,VI11,12,1
AHL97060,2012,H3N2,Human,VI11,12,1
AHL97120,2012,H3N2,Human,VI11,12,1
AHL97132,2012,H3N2,Human,VI11,12,1
AHL97228,2012,H3N2,Human,VI11,12,1
AHL97252,2013,H3N2,Human,VI11,12,1
AHL97288,2013,H3N2,Human,VI11,12,1
AHL97324,2013,H3N2,Human,VI11,12,1
AHL97360,2013,H3N2,Human,VI11,12,1
AHL97372,2013,H3N2,Human,VI11,12,1
AHL97432,2013,H3N2,Human,VI11,12,1
AHL97517,2013,H3N2,Human,VI11,12,1
AHL97577,2013,H3N2,Human,VI11,12,1
AHL97589,2013,H3N2,Human,VI11,12,1
AHL97649,2013,H3N2,Human,VI11,12,1
AHL97673,2013,H3N2,Human,VI11,12,1
AHL97781,2013,H3N2,Human,VI11,12,1
AHL97805,2013,H3N2,Human,VI11,12,1
AHL97925,2013,H3N2,Human,VI11,12,1
AHL97997,2013,H3N2,Human,VI11,12,1
AHL98021,2013,H3N2,Human,VI11,12,1
AHL98081,2013,H3N2,Human,VI11,12,1
AHL98295,2013,H3N2,Human,VI11,12,1
AHL98426,2013,H3N2,Human,VI11,12,1
AHL98626,2012,H3N2,Human,VI11,12,1
AHL98662,2013,H3N2,Human,VI11,12,1
AHL98794,2013,H3N2,Human,VI11,12,1
AHL98806,2013,H3N2,Human,VI11,12,1
AHL98866,2013,H3N2,Human,VI11,12,1
AHL98890,2013,H3N2,Human,VI11,12,1
AHL98902,2013,H3N2,Human,VI11,12,1
AHL98949,2013,H3N2,Human,VI11,12,1
AHL98973,2013,H3N2,Human,VI11,12,1
AHL98985,2013,H3N2,Human,VI11,12,1
AJK03013,2010,H3N2,Human,PE09,11,1
AJK01413,2010,H3N2,Human,PE09,11,1
AJK02276,2008,H3N2,Human,FU02,10,1
AJK01631,2008,H3N2,Human,FU02,10,1
AJK01053,2010,H3N2,Human,PE09,11,1
AJK02837,2008,H3N2,Human,FU02,10,1
ATV83194,2012,H3N2,Human,VI11,12,1
QFQ14025,2018,H3N2,Human,HK14,14,1
AIW60701,2007,H3N2,Human,FU02,10,1
AIW60702,2007,H3N2,Human,FU02,10,1
ABW23422,2007,H3N2,Human,FU02,10,1
ABW23424,2007,H3N2,Human,FU02,10,1
ACO95270,2007,H3N2,Human,FU02,10,1
AJK01459,2008,H3N2,Human,FU02,10,1
QFQ14037,2018,H3N2,Human,HK14,14,1
ATV84604,2014,H3N2,Human,VI11,12,1
ATV86092,2015,H3N2,Human,SW13,13,1
ATV86913,2015,H3N2,Human,SW13,13,1
QFQ14073,2018,H3N2,Human,HK14,14,1
ATV86961,2015,H3N2,Human,SW13,13,1
ATV89059,2016,H3N2,Human,SW13,13,1
ATV86889,2015,H3N2,Human,SW13,13,1
ATV89335,2016,H3N2,Human,SW13,13,1
ATV89347,2016,H3N2,Human,SW13,13,1
QFQ14085,2017,H3N2,Human,SW13,13,1
