Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
AJK02101,2008,H1N1,Human,pre-pandemic,0,0
AJK02293,2007,H1N1,Human,pre-pandemic,0,0
AJK02983,2007,H1N1,Human,pre-pandemic,0,0
AJK01078,2007,H1N1,Human,pre-pandemic,0,0
ADC38987,2009,H1N1,Human,pandemic-founding,1,0
ACT33094,2009,H1N1,Human,pandemic-founding,1,0
ABD95339,1982,H1N1,Human,pre-pandemic,0,0
ABD77818,1982,H1N1,Human,pre-pandemic,0,0
ABO52258,1981,H1N1,Human,pre-pandemic,0,0
AJK02749,2007,H1N1,Human,pre-pandemic,0,0
AJK03098,2008,H1N1,Human,pre-pandemic,0,0
ADT79242,2009,H1N1,Human,pandemic-founding,1,0
ADD64204,2009,H1N1,Human,pandemic-founding,1,0
AAP34323,1995,H1N1,Human,pre-pandemic,0,0
ACF41867,1995,H1N1,Human,pre-pandemic,0,0
ADW95319,2010,H1N1,Human,pandemic-founding,1,0
ADW95326,2010,H1N1,Human,pandemic-founding,1,0
ACR67254,2009,H1N1,Human,pandemic-founding,1,0
ADP92465,2009,H1N1,Human,pandemic-founding,1,0
ACZ98546,2009,H1N1,Human,pandemic-founding,1,0
ACZ98560,2009,H1N1,Human,pandemic-founding,1,0
ACZ98567,2009,H1N1,Human,pandemic-founding,1,0
AEC33226,2011,H1N1,Human,pandemic-founding,1,0
ADD64208,2009,H1N1,Human,pandemic-founding,1,0
ADD64214,2009,H1N1,Human,pandemic-founding,1,0
AJK00909,2008,H1N1,Human,pre-pandemic,0,0
ADG59643,2009,H1N1,Human,pandemic-founding,1,0
ADO14359,2009,H1N1,Human,pandemic-founding,1,0
ADM33119,2009,H1N1,Human,pandemic-founding,1,0
ADM33167,2009,H1N1,Human,pandemic-founding,1,0
ADM33177,2009,H1N1,Human,pandemic-founding,1,0
ABD62843,1942,H1N1,Human,pre-pandemic,0,0
ACI32733,2006,H1N1,Human,pre-pandemic,0,0
ACI32731,2006,H1N1,Human,pre-pandemic,0,0
AJK01167,2005,H1N1,Human,pre-pandemic,0,0
ACI32732,2006,H1N1,Human,pre-pandemic,0,0
ADG42453,2009,H1N1,Human,pandemic-founding,1,0
ADL32534,2009,H1N1,Human,pandemic-founding,1,0
ADM13351,2010,H1N1,Human,pandemic-founding,1,0
ADN78194,2009,H1N1,Human,pandemic-founding,1,0
ADC97010,2009,H1N1,Human,pandemic-founding,1,0
ALA50343,2015,H1N1,Human,immune-escape,3,1
AKS48052,2010,H1N1,Human,pandemic-founding,1,0
AIU46629,2011,H1N1,Human,pandemic-founding,1,0
ADC38997,2009,H1N1,Human,pandemic-founding,1,0
ADM14525,2009,H1N1,Human,pandemic-founding,1,0
ADX96417,2009,H1N1,Human,pandemic-founding,1,0
ADG27794,2009,H1N1,Human,pandemic-founding,1,0
ADG57092,2009,H1N1,Human,pandemic-founding,1,0
AEM63482,2009,H1N1,Human,pandemic-founding,1,0
ACZ97511,2009,H1N1,Human,pandemic-founding,1,0
ADM12991,2009,H1N1,Human,pandemic-founding,1,0
ACY77554,2009,H1N1,Human,pandemic-founding,1,0
ADL39148,2009,H1N1,Human,pandemic-founding,1,0
ADX96318,2009,H1N1,Human,pandemic-founding,1,0
ADX96328,2009,H1N1,Human,pandemic-founding,1,0
ADX96337,2009,H1N1,Human,pandemic-founding,1,0
ADX96347,2009,H1N1,Human,pandemic-founding,1,0
AGB13180,2011,H1N1,Human,pandemic-founding,1,0
ADW09142,2009,H1N1,Human,pandemic-founding,1,0
AEA73584,2009,H1N1,Human,pandemic-founding,1,0
ADW09131,2009,H1N1,Human,pandemic-founding,1,0
ADI48632,2009,H1N1,Human,pandemic-founding,1,0
ADH01818,2009,H1N1,Human,pandemic-founding,1,0
ADI48672,2009,H1N1,Human,pandemic-founding,1,0
ACU80168,2007,H1N1,Human,pre-pandemic,0,0
ADI48752,2009,H1N1,Human,pandemic-founding,1,0
ADI48772,2009,H1N1,Human,pandemic-founding,1,0
ADI48782,2009,H1N1,Human,pandemic-founding,1,0
ADI48792,2009,H1N1,Human,pandemic-founding,1,0
ADW09175,2009,H1N1,Human,pandemic-founding,1,0
ADI49029,2009,H1N1,Human,pandemic-founding,1,0
ADI49270,2009,H1N1,Human,pandemic-founding,1,0
ADW09186,2009,H1N1,Human,pandemic-founding,1,0
ADH01918,2009,H1N1,Human,pandemic-founding,1,0
ADW09197,2009,H1N1,Human,pandemic-founding,1,0
AEB71896,2009,H1N1,Human,pandemic-founding,1,0
AEA73595,2009,H1N1,Human,pandemic-founding,1,0
AEA73606,2009,H1N1,Human,pandemic-founding,1,0
ADW09241,2009,H1N1,Human,pandemic-founding,1,0
ACU80234,2008,H1N1,Human,pre-pandemic,0,0
ADW09263,2009,H1N1,Human,pandemic-founding,1,0
ADW09274,2009,H1N1,Human,pandemic-founding,1,0
ADW09285,2009,H1N1,Human,pandemic-founding,1,0
ADW09327,2009,H1N1,Human,pandemic-founding,1,0
ADW09338,2009,H1N1,Human,pandemic-founding,1,0
ADW09153,2009,H1N1,Human,pandemic-founding,1,0
ADW10527,2009,H1N1,Human,pandemic-founding,1,0
ADW10538,2009,H1N1,Human,pandemic-founding,1,0
AEA73639,2009,H1N1,Human,pandemic-founding,1,0
ACU80410,2008,H1N1,Human,pre-pandemic,0,0
ADW10560,2009,H1N1,Human,pandemic-founding,1,0
ACU80446,2008,H1N1,Human,pre-pandemic,0,0
AEA73781,2009,H1N1,Human,pandemic-founding,1,0
AEA73672,2009,H1N1,Human,pandemic-founding,1,0
ADO25102,2009,H1N1,Human,pandemic-founding,1,0
ADO25112,2009,H1N1,Human,pandemic-founding,1,0
AEA73573,2009,H1N1,Human,pandemic-founding,1,0
ADO25132,2009,H1N1,Human,pandemic-founding,1,0
ADO30407,2009,H1N1,Human,pandemic-founding,1,0
ADW10626,2009,H1N1,Human,pandemic-founding,1,0
AEA73831,2009,H1N1,Human,pandemic-founding,1,0
AEA73841,2009,H1N1,Human,pandemic-founding,1,0
ADO25152,2009,H1N1,Human,pandemic-founding,1,0
AEA73861,2009,H1N1,Human,pandemic-founding,1,0
ADW10732,2009,H1N1,Human,pandemic-founding,1,0
ADO25212,2009,H1N1,Human,pandemic-founding,1,0
AEA73901,2009,H1N1,Human,pandemic-founding,1,0
ADW10754,2009,H1N1,Human,pandemic-founding,1,0
ADO25222,2009,H1N1,Human,pandemic-founding,1,0
AEA73941,2009,H1N1,Human,pandemic-founding,1,0
AEA73951,2009,H1N1,Human,pandemic-founding,1,0
AEA73971,2009,H1N1,Human,pandemic-founding,1,0
AEA73991,2009,H1N1,Human,pandemic-founding,1,0
AEA73694,2009,H1N1,Human,pandemic-founding,1,0
ADO25272,2009,H1N1,Human,pandemic-founding,1,0
AEE27207,2009,H1N1,Human,pandemic-founding,1,0
ADW10776,2009,H1N1,Human,pandemic-founding,1,0
ADW10787,2009,H1N1,Human,pandemic-founding,1,0
ADW10798,2009,H1N1,Human,pandemic-founding,1,0
ADW09111,2009,H1N1,Human,pandemic-founding,1,0
ADW10842,2009,H1N1,Human,pandemic-founding,1,0
ADW10897,2009,H1N1,Human,pandemic-founding,1,0
AEA73760,2009,H1N1,Human,pandemic-founding,1,0
ADW09120,2009,H1N1,Human,pandemic-founding,1,0
ADI48622,2009,H1N1,Human,pandemic-founding,1,0
AGE89267,2011,H1N1,Human,pandemic-founding,1,0
AGV99026,2012,H1N1,Human,early-drift,2,1
AFD98270,2011,H1N1,Human,pandemic-founding,1,0
AFD98280,2011,H1N1,Human,pandemic-founding,1,0
AFF18496,2011,H1N1,Human,pandemic-founding,1,0
AGE89277,2011,H1N1,Human,pandemic-founding,1,0
AGE89298,2011,H1N1,Human,pandemic-founding,1,0
AGE89361,2011,H1N1,Human,pandemic-founding,1,0
AGE89730,2011,H1N1,Human,pandemic-founding,1,0
AFR68163,2012,H1N1,Human,early-drift,2,1
AHL95296,2013,H1N1,Human,early-drift,2,1
AHL95878,2013,H1N1,Human,early-drift,2,1
AHL98105,2013,H1N1,Human,early-drift,2,1
AHL98460,2013,H1N1,Human,early-drift,2,1
AHL98471,2013,H1N1,Human,early-drift,2,1
ACI32734,2006,H1N1,Human,pre-pandemic,0,0
ACT33104,2009,H1N1,Human,pandemic-founding,1,0
ADM33385,2009,H1N1,Human,pandemic-founding,1,0
AJK01321,2008,H1N1,Human,pre-pandemic,0,0
ABO38065,1978,H1N1,Human,pre-pandemic,0,0
AJK00491,2008,H1N1,Human,pre-pandemic,0,0
AJK01556,2008,H1N1,Human,pre-pandemic,0,0
AJK02430,2008,H1N1,Human,pre-pandemic,0,0
AJK02510,2008,H1N1,Human,pre-pandemic,0,0
AJK03297,2006,H1N1,Human,pre-pandemic,0,0
AJK00979,2008,H1N1,Human,pre-pandemic,0,0
AJK02011,2008,H1N1,Human,pre-pandemic,0,0
AFO65049,2000,H1N1,Human,pre-pandemic,0,0
AFK77897,2011,H1N1,Human,pandemic-founding,1,0
AJK02535,2005,H1N1,Human,pre-pandemic,0,0
AJK00743,2008,H1N1,Human,pre-pandemic,0,0
AJK00886,2009,H1N1,Human,pandemic-founding,1,0
AJK01760,2009,H1N1,Human,pandemic-founding,1,0
AJK02709,2009,H1N1,Human,pandemic-founding,1,0
AJK03568,2009,H1N1,Human,pandemic-founding,1,0
ACR08498,2009,H1N1,Human,pandemic-founding,1,0
ACA28846,2007,H1N1,Human,pre-pandemic,0,0
AET50439,2007,H1N1,Human,pre-pandemic,0,0
AGW27019,2012,H1N1,Human,early-drift,2,1
AMP44842,2016,H1N1,Human,immune-escape,3,1
AGW27020,2012,H1N1,Human,early-drift,2,1
AGW27022,2012,H1N1,Human,early-drift,2,1
AHJ57562,2014,H1N1,Human,early-drift,2,1
AHA38489,2013,H1N1,Human,early-drift,2,1
AHA38491,2013,H1N1,Human,early-drift,2,1
AHA38492,2013,H1N1,Human,early-drift,2,1
AHA38493,2013,H1N1,Human,early-drift,2,1
AHA38494,2013,H1N1,Human,early-drift,2,1
AHA38495,2013,H1N1,Human,early-drift,2,1
AHA38497,2013,H1N1,Human,early-drift,2,1
AHA38498,2013,H1N1,Human,early-drift,2,1
AHA38500,2013,H1N1,Human,early-drift,2,1
AHJ57564,2014,H1N1,Human,early-drift,2,1
AHJ57567,2014,H1N1,Human,early-drift,2,1
AJY54086,2014,H1N1,Human,early-drift,2,1
AJY54087,2014,H1N1,Human,early-drift,2,1
AJY54104,2014,H1N1,Human,early-drift,2,1
AMP44845,2016,H1N1,Human,immune-escape,3,1
AJY54095,2014,H1N1,Human,early-drift,2,1
AMP44847,2016,H1N1,Human,immune-escape,3,1
AJY54102,2014,H1N1,Human,early-drift,2,1
AJY54106,2014,H1N1,Human,early-drift,2,1
AJY54092,2014,H1N1,Human,early-drift,2,1
AJY54085,2014,H1N1,Human,early-drift,2,1
AJY54094,2014,H1N1,Human,early-drift,2,1
AJY54103,2014,H1N1,Human,early-drift,2,1
AHJ57551,2013,H1N1,Human,early-drift,2,1
AHJ57554,2013,H1N1,Human,early-drift,2,1
AHJ57556,2013,H1N1,Human,early-drift,2,1
AHJ57557,2013,H1N1,Human,early-drift,2,1
AGB13260,2011,H1N1,Human,pandemic-founding,1,0
ACZ96889,2009,H1N1,Human,pandemic-founding,1,0
ACZ97353,2009,H1N1,Human,pandemic-founding,1,0
ACZ97383,2009,H1N1,Human,pandemic-founding,1,0
ADK33731,2009,H1N1,Human,pandemic-founding,1,0
ADA86077,2009,H1N1,Human,pandemic-founding,1,0
ADX96917,2009,H1N1,Human,pandemic-founding,1,0
AEM92548,2011,H1N1,Human,pandemic-founding,1,0
AHH25296,2012,H1N1,Human,early-drift,2,1
AHH25227,2012,H1N1,Human,early-drift,2,1
AHH25231,2012,H1N1,Human,early-drift,2,1
AJK03591,2009,H1N1,Human,pandemic-founding,1,0
AGB13500,2010,H1N1,Human,pandemic-founding,1,0
AGI55175,2010,H1N1,Human,pandemic-founding,1,0
AJK02899,2007,H1N1,Human,pre-pandemic,0,0
ABW23336,2007,H1N1,Human,pre-pandemic,0,0
ACS45035,2009,H1N1,Human,pandemic-founding,1,0
ACQ76318,2009,H1N1,Human,pandemic-founding,1,0
AGI53384,2010,H1N1,Human,pandemic-founding,1,0
ACD85773,2008,H1N1,Human,pre-pandemic,0,0
AHZ40782,2009,H1N1,Human,pandemic-founding,1,0
AHZ40815,2009,H1N1,Human,pandemic-founding,1,0
AHZ40826,2009,H1N1,Human,pandemic-founding,1,0
ACJ73758,2008,H1N1,Human,pre-pandemic,0,0
AGM53850,2009,H1N1,Human,pandemic-founding,1,0
AGI52676,2010,H1N1,Human,pandemic-founding,1,0
AGK72427,2011,H1N1,Human,pandemic-founding,1,0
AGI52611,2010,H1N1,Human,pandemic-founding,1,0
AIM39601,2014,H1N1,Human,early-drift,2,1
ANM87248,2016,H1N1,Human,immune-escape,3,1
AGI55407,2010,H1N1,Human,pandemic-founding,1,0
ABP49338,1978,H1N1,Human,pre-pandemic,0,0
AIM39510,2014,H1N1,Human,early-drift,2,1
AQS20118,2017,H1N1,Human,immune-escape,3,1
AOT87239,2016,H1N1,Human,immune-escape,3,1
AMA11574,2015,H1N1,Human,immune-escape,3,1
AOT88207,2016,H1N1,Human,immune-escape,3,1
AGI54001,2010,H1N1,Human,pandemic-founding,1,0
AOT93239,2016,H1N1,Human,immune-escape,3,1
AOT93250,2016,H1N1,Human,immune-escape,3,1
AOT93206,2016,H1N1,Human,immune-escape,3,1
AOT93261,2016,H1N1,Human,immune-escape,3,1
AOZ86028,2016,H1N1,Human,immune-escape,3,1
ANE27338,2015,H1N1,Human,immune-escape,3,1
AIM39728,2014,H1N1,Human,early-drift,2,1
AQS98486,2017,H1N1,Human,immune-escape,3,1
AGK73196,2011,H1N1,Human,pandemic-founding,1,0
AGL04395,2012,H1N1,Human,early-drift,2,1
AQW36481,2017,H1N1,Human,immune-escape,3,1
AGK73290,2011,H1N1,Human,pandemic-founding,1,0
AGV29160,2013,H1N1,Human,early-drift,2,1
APW81060,2016,H1N1,Human,immune-escape,3,1
AGK73244,2011,H1N1,Human,pandemic-founding,1,0
AGL04485,2012,H1N1,Human,early-drift,2,1
AGV29132,2013,H1N1,Human,early-drift,2,1
APY25874,2016,H1N1,Human,immune-escape,3,1
ACT36660,2009,H1N1,Human,pandemic-founding,1,0
AGK73334,2011,H1N1,Human,pandemic-founding,1,0
AQI17390,2016,H1N1,Human,immune-escape,3,1
AGK73024,2010,H1N1,Human,pandemic-founding,1,0
AGK73337,2011,H1N1,Human,pandemic-founding,1,0
AGL05060,2012,H1N1,Human,early-drift,2,1
AGV29172,2013,H1N1,Human,early-drift,2,1
ALH26686,2015,H1N1,Human,immune-escape,3,1
AGL04920,2011,H1N1,Human,pandemic-founding,1,0
AGV29094,2013,H1N1,Human,early-drift,2,1
ACD47248,2007,H1N1,Human,pre-pandemic,0,0
ANE29597,2016,H1N1,Human,immune-escape,3,1
ACA33803,2007,H1N1,Human,pre-pandemic,0,0
ANM87665,2016,H1N1,Human,immune-escape,3,1
ANM87676,2016,H1N1,Human,immune-escape,3,1
ANM87687,2016,H1N1,Human,immune-escape,3,1
ARB17225,2017,H1N1,Human,immune-escape,3,1
AGK73176,2010,H1N1,Human,pandemic-founding,1,0
ANM87698,2016,H1N1,Human,immune-escape,3,1
AGL04651,2011,H1N1,Human,pandemic-founding,1,0
AGI54556,2009,H1N1,Human,pandemic-founding,1,0
AGQ16242,2013,H1N1,Human,early-drift,2,1
AGI55384,2009,H1N1,Human,pandemic-founding,1,0
ARD26784,2017,H1N1,Human,immune-escape,3,1
AHG96329,2013,H1N1,Human,early-drift,2,1
AHV83777,2013,H1N1,Human,early-drift,2,1
AHV83778,2013,H1N1,Human,early-drift,2,1
AHV83779,2013,H1N1,Human,early-drift,2,1
AHV83783,2014,H1N1,Human,early-drift,2,1
AHV83788,2014,H1N1,Human,early-drift,2,1
AIC73745,2014,H1N1,Human,early-drift,2,1
AIC73746,2014,H1N1,Human,early-drift,2,1
AIC73747,2014,H1N1,Human,early-drift,2,1
AGI53252,2009,H1N1,Human,pandemic-founding,1,0
ARH17613,2017,H1N1,Human,immune-escape,3,1
ABY81349,1978,H1N1,Human,pre-pandemic,0,0
ARQ86587,2017,H1N1,Human,immune-escape,3,1
ALH26860,2015,H1N1,Human,immune-escape,3,1
APF45821,2015,H1N1,Human,immune-escape,3,1
ANM88940,2016,H1N1,Human,immune-escape,3,1
APG56028,2016,H1N1,Human,immune-escape,3,1
AGL04804,2011,H1N1,Human,pandemic-founding,1,0
APQ44572,2016,H1N1,Human,immune-escape,3,1
ALH26464,2014,H1N1,Human,early-drift,2,1
ALH26827,2014,H1N1,Human,early-drift,2,1
AKT08162,2013,H1N1,Human,early-drift,2,1
ANM92328,2016,H1N1,Human,immune-escape,3,1
ANM92438,2016,H1N1,Human,immune-escape,3,1
ALH26571,2015,H1N1,Human,immune-escape,3,1
AMA11728,2015,H1N1,Human,immune-escape,3,1
ANE26947,2015,H1N1,Human,immune-escape,3,1
AMA11739,2015,H1N1,Human,immune-escape,3,1
ANM94264,2016,H1N1,Human,immune-escape,3,1
AEJ10480,2011,H1N1,Human,pandemic-founding,1,0
AGO02515,2012,H1N1,Human,early-drift,2,1
AGO17797,2012,H1N1,Human,early-drift,2,1
AGO17795,2012,H1N1,Human,early-drift,2,1
AGO17778,2012,H1N1,Human,early-drift,2,1
AGO17798,2012,H1N1,Human,early-drift,2,1
AHB73528,2013,H1N1,Human,early-drift,2,1
AHB73554,2013,H1N1,Human,early-drift,2,1
AHB73534,2013,H1N1,Human,early-drift,2,1
AHN19474,2013,H1N1,Human,early-drift,2,1
AHW46705,2013,H1N1,Human,early-drift,2,1
AHW46721,2013,H1N1,Human,early-drift,2,1
AHW46719,2013,H1N1,Human,early-drift,2,1
AHW46717,2013,H1N1,Human,early-drift,2,1
AHW46725,2013,H1N1,Human,early-drift,2,1
AHW46723,2013,H1N1,Human,early-drift,2,1
AID48031,2014,H1N1,Human,early-drift,2,1
AID48043,2014,H1N1,Human,early-drift,2,1
AII31037,2014,H1N1,Human,early-drift,2,1
AID48025,2014,H1N1,Human,early-drift,2,1
ANW83110,2016,H1N1,Human,immune-escape,3,1
ANW83111,2016,H1N1,Human,immune-escape,3,1
ANW83113,2016,H1N1,Human,immune-escape,3,1
ANW83114,2016,H1N1,Human,immune-escape,3,1
ANW83115,2016,H1N1,Human,immune-escape,3,1
ANW83116,2016,H1N1,Human,immune-escape,3,1
ANW83118,2016,H1N1,Human,immune-escape,3,1
ANW83122,2016,H1N1,Human,immune-escape,3,1
ANW83123,2016,H1N1,Human,immune-escape,3,1
ANW83126,2016,H1N1,Human,immune-escape,3,1
ANW83127,2015,H1N1,Human,immune-escape,3,1
ANW83133,2016,H1N1,Human,immune-escape,3,1
ANW83135,2016,H1N1,Human,immune-escape,3,1
ANW83138,2016,H1N1,Human,immune-escape,3,1
ABW91614,2007,H1N1,Human,pre-pandemic,0,0
ABW36234,2007,H1N1,Human,pre-pandemic,0,0
ABW39839,2007,H1N1,Human,pre-pandemic,0,0
ABW39850,2007,H1N1,Human,pre-pandemic,0,0
ABV29755,2007,H1N1,Human,pre-pandemic,0,0
ACR61666,2007,H1N1,Human,pre-pandemic,0,0
ABX58261,2007,H1N1,Human,pre-pandemic,0,0
ABY81360,2007,H1N1,Human,pre-pandemic,0,0
ABY51039,2007,H1N1,Human,pre-pandemic,0,0
ADJ80993,2010,H1N1,Human,pandemic-founding,1,0
ADG42743,2009,H1N1,Human,pandemic-founding,1,0
ADG42753,2009,H1N1,Human,pandemic-founding,1,0
ADJ80654,2009,H1N1,Human,pandemic-founding,1,0
ADJ80664,2009,H1N1,Human,pandemic-founding,1,0
ADJ80694,2009,H1N1,Human,pandemic-founding,1,0
ADJ80714,2009,H1N1,Human,pandemic-founding,1,0
ADD21774,2009,H1N1,Human,pandemic-founding,1,0
ADJ80764,2009,H1N1,Human,pandemic-founding,1,0
ADJ80774,2009,H1N1,Human,pandemic-founding,1,0
ADJ80784,2009,H1N1,Human,pandemic-founding,1,0
ADJ80814,2009,H1N1,Human,pandemic-founding,1,0
ADJ80834,2009,H1N1,Human,pandemic-founding,1,0
ADJ80858,2009,H1N1,Human,pandemic-founding,1,0
ADJ80868,2009,H1N1,Human,pandemic-founding,1,0
ADJ80937,2009,H1N1,Human,pandemic-founding,1,0
ADI75818,2009,H1N1,Human,pandemic-founding,1,0
ADI77349,2009,H1N1,Human,pandemic-founding,1,0
ADZ05834,2009,H1N1,Human,pandemic-founding,1,0
ADI75851,2009,H1N1,Human,pandemic-founding,1,0
ADI75862,2009,H1N1,Human,pandemic-founding,1,0
ADI75906,2009,H1N1,Human,pandemic-founding,1,0
ADM07471,2009,H1N1,Human,pandemic-founding,1,0
ADM07482,2009,H1N1,Human,pandemic-founding,1,0
ADN06278,2009,H1N1,Human,pandemic-founding,1,0
ADN06289,2009,H1N1,Human,pandemic-founding,1,0
ADN06322,2009,H1N1,Human,pandemic-founding,1,0
ADN06344,2009,H1N1,Human,pandemic-founding,1,0
ADN89061,2009,H1N1,Human,pandemic-founding,1,0
AEI60001,2009,H1N1,Human,pandemic-founding,1,0
ADN89094,2009,H1N1,Human,pandemic-founding,1,0
ADJ81003,2010,H1N1,Human,pandemic-founding,1,0
ADB89321,2009,H1N1,Human,pandemic-founding,1,0
ADN89116,2009,H1N1,Human,pandemic-founding,1,0
ADN89127,2009,H1N1,Human,pandemic-founding,1,0
ADN89138,2009,H1N1,Human,pandemic-founding,1,0
ADB89331,2009,H1N1,Human,pandemic-founding,1,0
ADN89270,2009,H1N1,Human,pandemic-founding,1,0
ADN06355,2009,H1N1,Human,pandemic-founding,1,0
ADN89391,2009,H1N1,Human,pandemic-founding,1,0
ADN89402,2009,H1N1,Human,pandemic-founding,1,0
ADN89446,2009,H1N1,Human,pandemic-founding,1,0
ADN89468,2009,H1N1,Human,pandemic-founding,1,0
ADB89391,2009,H1N1,Human,pandemic-founding,1,0
ADN89578,2009,H1N1,Human,pandemic-founding,1,0
ADN89600,2009,H1N1,Human,pandemic-founding,1,0
ADN89754,2009,H1N1,Human,pandemic-founding,1,0
ADB89471,2009,H1N1,Human,pandemic-founding,1,0
ADN89776,2009,H1N1,Human,pandemic-founding,1,0
ADN89842,2009,H1N1,Human,pandemic-founding,1,0
ADJ81023,2010,H1N1,Human,pandemic-founding,1,0
ADB89501,2009,H1N1,Human,pandemic-founding,1,0
ADB89521,2009,H1N1,Human,pandemic-founding,1,0
ADB89591,2009,H1N1,Human,pandemic-founding,1,0
ADB89601,2009,H1N1,Human,pandemic-founding,1,0
ADB89271,2009,H1N1,Human,pandemic-founding,1,0
ADB89631,2009,H1N1,Human,pandemic-founding,1,0
ADB89281,2009,H1N1,Human,pandemic-founding,1,0
ADD21814,2009,H1N1,Human,pandemic-founding,1,0
ADF87292,2009,H1N1,Human,pandemic-founding,1,0
ADJ81053,2010,H1N1,Human,pandemic-founding,1,0
ADF87331,2009,H1N1,Human,pandemic-founding,1,0
ADF87381,2009,H1N1,Human,pandemic-founding,1,0
ADG42643,2009,H1N1,Human,pandemic-founding,1,0
ADG42653,2009,H1N1,Human,pandemic-founding,1,0
ADG42673,2009,H1N1,Human,pandemic-founding,1,0
ADG42683,2009,H1N1,Human,pandemic-founding,1,0
ADG42723,2009,H1N1,Human,pandemic-founding,1,0
ADM14580,2009,H1N1,Human,pandemic-founding,1,0
ADM14589,2009,H1N1,Human,pandemic-founding,1,0
ADM14599,2009,H1N1,Human,pandemic-founding,1,0
ADM14618,2009,H1N1,Human,pandemic-founding,1,0
ADM14637,2009,H1N1,Human,pandemic-founding,1,0
ADM14655,2009,H1N1,Human,pandemic-founding,1,0
ADL39445,2009,H1N1,Human,pandemic-founding,1,0
ADX96517,2009,H1N1,Human,pandemic-founding,1,0
AJK01744,2007,H1N1,Human,pre-pandemic,0,0
ACI45445,2007,H1N1,Human,pre-pandemic,0,0
AJK01178,2007,H1N1,Human,pre-pandemic,0,0
ACI45446,2007,H1N1,Human,pre-pandemic,0,0
ACI45447,2007,H1N1,Human,pre-pandemic,0,0
ADX21098,2009,H1N1,Human,pandemic-founding,1,0
ADW82268,2009,H1N1,Human,pandemic-founding,1,0
AEN68902,2009,H1N1,Human,pandemic-founding,1,0
AEN68903,2009,H1N1,Human,pandemic-founding,1,0
AEN68904,2009,H1N1,Human,pandemic-founding,1,0
AEN68910,2009,H1N1,Human,pandemic-founding,1,0
AEN68911,2009,H1N1,Human,pandemic-founding,1,0
AEN68917,2010,H1N1,Human,pandemic-founding,1,0
AEN68918,2010,H1N1,Human,pandemic-founding,1,0
AEN68920,2010,H1N1,Human,pandemic-founding,1,0
AEN68925,2010,H1N1,Human,pandemic-founding,1,0
AEN68927,2010,H1N1,Human,pandemic-founding,1,0
AEN68928,2010,H1N1,Human,pandemic-founding,1,0
AEN68929,2010,H1N1,Human,pandemic-founding,1,0
AFX68898,2011,H1N1,Human,pandemic-founding,1,0
AFX68899,2011,H1N1,Human,pandemic-founding,1,0
AFX68900,2011,H1N1,Human,pandemic-founding,1,0
ALX27812,2011,H1N1,Human,pandemic-founding,1,0
AFX68901,2011,H1N1,Human,pandemic-founding,1,0
ALX27801,2011,H1N1,Human,pandemic-founding,1,0
ALX27790,2011,H1N1,Human,pandemic-founding,1,0
ALX27779,2011,H1N1,Human,pandemic-founding,1,0
ALX27766,2011,H1N1,Human,pandemic-founding,1,0
ALX27757,2011,H1N1,Human,pandemic-founding,1,0
AFX68902,2011,H1N1,Human,pandemic-founding,1,0
AFX68903,2011,H1N1,Human,pandemic-founding,1,0
ALX27746,2011,H1N1,Human,pandemic-founding,1,0
ALX27735,2011,H1N1,Human,pandemic-founding,1,0
ALX27724,2011,H1N1,Human,pandemic-founding,1,0
ALX27713,2011,H1N1,Human,pandemic-founding,1,0
ALX27702,2011,H1N1,Human,pandemic-founding,1,0
ALX27691,2012,H1N1,Human,early-drift,2,1
ALX27684,2012,H1N1,Human,early-drift,2,1
ALX27677,2012,H1N1,Human,early-drift,2,1
AEL99674,2010,H1N1,Human,pandemic-founding,1,0
ABD79112,1946,H1N1,Human,pre-pandemic,0,0
AGQ47776,1946,H1N1,Human,pre-pandemic,0,0
AHH25275,2010,H1N1,Human,pandemic-founding,1,0
AHH25247,2010,H1N1,Human,pandemic-founding,1,0
AHH25261,2010,H1N1,Human,pandemic-founding,1,0
AHH25232,2011,H1N1,Human,pandemic-founding,1,0
AHH25256,2011,H1N1,Human,pandemic-founding,1,0
AHH25273,2011,H1N1,Human,pandemic-founding,1,0
AHH25285,2011,H1N1,Human,pandemic-founding,1,0
AHH25282,2010,H1N1,Human,pandemic-founding,1,0
AHH25238,2011,H1N1,Human,pandemic-founding,1,0
ACU31142,2009,H1N1,Human,pandemic-founding,1,0
ACQ89904,2009,H1N1,Human,pandemic-founding,1,0
ACU31148,2009,H1N1,Human,pandemic-founding,1,0
ADN24077,2009,H1N1,Human,pandemic-founding,1,0
ADN24079,2009,H1N1,Human,pandemic-founding,1,0
ADN24080,2009,H1N1,Human,pandemic-founding,1,0
ADN24082,2009,H1N1,Human,pandemic-founding,1,0
ADN24083,2009,H1N1,Human,pandemic-founding,1,0
ADN24097,2009,H1N1,Human,pandemic-founding,1,0
ADN24100,2009,H1N1,Human,pandemic-founding,1,0
ADN24101,2009,H1N1,Human,pandemic-founding,1,0
ADN23966,2009,H1N1,Human,pandemic-founding,1,0
ADN23983,2009,H1N1,Human,pandemic-founding,1,0
ADN23985,2009,H1N1,Human,pandemic-founding,1,0
ADN24126,2009,H1N1,Human,pandemic-founding,1,0
ADN24127,2009,H1N1,Human,pandemic-founding,1,0
ADN24128,2009,H1N1,Human,pandemic-founding,1,0
